"","iso2c","value","escalado","year"
"904","XT",3515.81476602289,1.14132430798111,2008
"905","XT",3587.55842912798,1.21503365066303,2009
"906","XT",3846.19833988915,1.48075994603758,2010
"907","XT",4055.19978804122,1.69548775189678,2011
"908","XT",4236.50475567969,1.88176023104274,2012
"909","XT",4416.48771096639,2.06667447648207,2013
"910","XT",4580.7667889309,2.23545457954731,2014
"911","1W",5097.21116206643,-1.3908769683764,1980
"912","1W",5112.66951753158,-1.37458583646096,1981
"913","1W",5044.93858465857,-1.44596558734571,1982
"914","1W",5089.67598306378,-1.39881808445537,1983
"915","1W",5232.19078335615,-1.24862569065898,1984
"916","1W",5338.59868354067,-1.13648535706013,1985
"917","1W",5412.57943473617,-1.05851909605347,1986
"918","1W",5509.99380379498,-0.955856795372472,1987
"919","1W",5668.5969839253,-0.788709304454873,1988
"920","1W",5783.68486934865,-0.667421375248669,1989
"921","1W",5855.43879987064,-0.591801898764203,1990
"922","1W",5841.51195598127,-0.606479013123426,1991
"923","1W",5862.79228782323,-0.584052261841675,1992
"924","1W",5868.29797911685,-0.578249966548861,1993
"925","1W",5961.32382405279,-0.480212609676472,1994
"926","1W",6048.96079653314,-0.387854435964766,1995
"927","1W",6159.33501485575,-0.271534109730092,1996
"928","1W",6297.22643120674,-0.126214171988592,1997
"929","1W",6369.16724282747,-0.0503977466993882,1998
"930","1W",6494.64359702782,0.0818383015112685,1999
"931","1W",6682.27854290287,0.279581564828588,2000
"932","1W",6717.76022738695,0.316974727627535,2001
"933","1W",6771.14936977672,0.373240063450941,2002
"934","1W",6871.08958199636,0.478564280156806,2003
"935","1W",7067.28694386675,0.685331236117853,2004
"936","1W",7230.83923450041,0.857694457276343,2005
"937","1W",7434.13198143414,1.07193904268629,2006
"938","1W",7633.47481022328,1.28202091895853,2007
"939","1W",7650.23247703214,1.29968135904827,2008
"940","1W",7402.04147133843,1.03811974448334,2009
"941","1W",7611.94552129467,1.25933179871075,2010
"942","1W",7735.76131895208,1.38981783245479,2011
"943","1W",7819.24787353079,1.47780199589792,2012
"944","1W",7907.7286993093,1.57104948318691,2013
"945","1W",8010.80003441736,1.67967350342839,2014
"946","AL",1792.81865766556,-0.527438167957912,1980
"947","AL",1858.23230911289,-0.449925242422751,1981
"948","AL",1873.02086646355,-0.432401310959956,1982
"949","AL",1853.97594968028,-0.454968881853526,1983
"950","AL",1792.65574701502,-0.527631211471686,1984
"951","AL",1787.44637277937,-0.533804140642867,1985
"952","AL",1852.05640248967,-0.457243479206753,1986
"953","AL",1801.13417887001,-0.517584561537155,1987
"954","AL",1742.3717736129,-0.587215989261822,1988
"955","AL",1863.00692725289,-0.444267484261327,1989
"956","AL",1654.57547619886,-0.6912515798938,1990
"957","AL",1172.04713833028,-1.26303105243904,1991
"958","AL",1094.27573146754,-1.35518749280791,1992
"959","AL",1206.66645111762,-1.22200835832565,1993
"960","AL",1314.86675249658,-1.09379472526738,1994
"961","AL",1498.97471355961,-0.875633128099862,1995
"962","AL",1645.57714539093,-0.701914292193501,1996
"963","AL",1476.43713431722,-0.902339383795812,1997
"964","AL",1619.60792220271,-0.732686927853739,1998
"965","AL",1849.95369371227,-0.459735116736206,1999
"966","AL",1985.90010577915,-0.298643297488093,2000
"967","AL",2163.79877913462,-0.0878394925405965,2001
"968","AL",2262.13057482177,0.0286803009305542,2002
"969","AL",2401.70363494123,0.194069573297734,2003
"970","AL",2549.46303456017,0.369159376211503,2004
"971","AL",2709.14293056201,0.558374557055196,2005
"972","AL",2874.35436644171,0.754144422267681,2006
"973","AL",3067.03204994103,0.982460845566501,2007
"974","AL",3323.38372112992,1.28622875272389,2008
"975","AL",3457.94159611205,1.44567520331773,2009
"976","AL",3604.07977225379,1.61884391221086,2010
"977","AL",3706.4694895441,1.74017220311479,2011
"978","AL",3764.66259232164,1.80912902699561,2012
"979","AL",3810.5532268962,1.86350784948656,2013
"980","AL",3897.13080006864,1.96609929383872,2014
"981","DZ",2627.90289081922,-0.466447425044642,1980
"982","DZ",2624.50159901485,-0.476830526977373,1981
"983","DZ",2706.69213094576,-0.225928011101614,1982
"984","DZ",2765.15291393839,-0.0474651494030451,1983
"985","DZ",2831.23390637598,0.154259877368841,1984
"986","DZ",2848.55073846642,0.207122860931739,1985
"987","DZ",2776.83785852559,-0.0117945931245947,1986
"988","DZ",2679.39599056363,-0.309254765834523,1987
"989","DZ",2579.9424789446,-0.612855870385951,1988
"990","DZ",2622.41925739909,-0.483187278029261,1989
"991","DZ",2576.61141356481,-0.623024592557485,1990
"992","DZ",2484.15346916801,-0.905270373389742,1991
"993","DZ",2470.56635927514,-0.946747657640284,1992
"994","DZ",2366.01616980831,-1.26590735835333,1993
"995","DZ",2297.10034737625,-1.47628625268128,1994
"996","DZ",2339.65555659553,-1.34637823522603,1995
"997","DZ",2393.55231817484,-1.18184793276769,1996
"998","DZ",2381.35157349971,-1.21909306870525,1997
"999","DZ",2465.74452389133,-0.961467243954113,1998
"1000","DZ",2509.11103935417,-0.829082557071469,1999
"1001","DZ",2530.01173023828,-0.765279150484771,2000
"1002","DZ",2612.63805135048,-0.513046303737458,2001
"1003","DZ",2724.44281800692,-0.17174060121951,2002
"1004","DZ",2884.13457269635,0.315749406143788,2003
"1005","DZ",2969.4391513547,0.576158152726585,2004
"1006","DZ",3102.03738422673,0.980939937765264,2005
"1007","DZ",3109.76855783233,1.00454084242844,2006
"1008","DZ",3167.388923095,1.1804381662496,2007
"1009","DZ",3179.77706961969,1.2182553826255,2008
"1010","DZ",3176.74465530786,1.20899835067619,2009
"1011","DZ",3233.17713758566,1.38126943163861,2010
"1012","DZ",3262.06367811577,1.4694511908228,2011
"1013","DZ",3304.70180245354,1.59961232273471,2012
"1014","DZ",3330.80249841048,1.67928975184795,2013
"1015","DZ",3390.93284302563,1.86284927372938,2014
"1016","AD",34237.7822168218,0.404018993460284,1980
"1017","AD",32880.4204120113,0.0290889429628339,1981
"1018","AD",31919.9073341826,-0.236223677075161,1982
"1019","AD",31093.6922203412,-0.46444055577064,1983
"1020","AD",30283.4818161214,-0.688236618611894,1984
"1021","AD",29671.2158898345,-0.857356520061209,1985
"1022","AD",29373.249566376,-0.939660684142526,1986
"1023","AD",29759.5207544332,-0.832964978155561,1987
"1024","AD",30051.9806646652,-0.752181793802534,1988
"1025","AD",30290.5215282028,-0.686292111556507,1989
"1026","AD",30246.7914334038,-0.698371224577915,1990
"1027","AD",29833.0957705301,-0.812642110366886,1991
"1028","AD",28970.3870668656,-1.050939236957,1992
"1029","AD",27685.0247661573,-1.40598160709307,1993
"1030","AD",27574.5710294729,-1.43649110347491,1994
"1031","AD",27825.9618427127,-1.36705201216664,1995
"1032","AD",28921.8636297354,-1.06434236548844,1996
"1033","AD",31615.2161899224,-0.320385369041697,1997
"1034","AD",32757.5171000083,-0.0048593711950276,1998
"1035","AD",33955.1803274407,0.325958788523898,1999
"1036","AD",33700.762128571,0.255683473709802,2000
"1037","AD",34494.7285343218,0.474992624406722,2001
"1038","AD",35018.8414524719,0.619762929694497,2002
"1039","AD",37269.1327419501,1.24133768139883,2003
"1040","AD",38449.2961248914,1.56732203958047,2004
"1041","AD",39990.3304085679,1.99298604437969,2005
"1042","AD",40745.4651624152,2.20156912841002,2006
"1043","AD",40054.2274862963,2.01063567507833,2007
"1044","AD",36296.2746029568,0.972615112451538,2008
"1045","AD",34968.4855396981,0.605853635317556,2009
"1046","AD",33512.0155315848,0.203547948097944,2010
"1047","AD",32713.6107756636,-0.0169871622860796,2011
"1048","AD",33357.4620743524,0.160857240786646,2012
"1049","AD",34835.709370181,0.569178243564615,2013
"1050","AG",4720.85432166851,-2.02317988533465,1980
"1051","AG",4952.4567366002,-1.9328114007893,1981
"1052","AG",5018.29991088052,-1.90712018388587,1982
"1053","AG",5329.75598446541,-1.78559375947181,1983
"1054","AG",5945.3974620285,-1.54537783872226,1984
"1055","AG",6529.73298721454,-1.31737712511723,1985
"1056","AG",7490.04083805855,-0.942676519325315,1986
"1057","AG",8252.14391573511,-0.645313038822359,1987
"1058","AG",8831.15512296201,-0.41938981022692,1988
"1059","AG",9427.04052304417,-0.186882473962718,1989
"1060","AG",9676.49380765111,-0.0895487941673769,1990
"1061","AG",9793.50045512993,-0.0438942036592792,1991
"1062","AG",9717.44404963277,-0.073570500889479,1992
"1063","AG",10014.8272351166,0.0424648513730114,1993
"1064","AG",10379.3943179111,0.184714554585194,1994
"1065","AG",9684.08274422464,-0.0865876821355231,1995
"1066","AG",10057.7457416998,0.0592111378917309,1996
"1067","AG",10258.9590509018,0.137722157858006,1997
"1068","AG",10426.2068004007,0.202980223799561,1998
"1069","AG",10593.9614767624,0.268436086523073,1999
"1070","AG",10897.778166629,0.386981715034445,2000
"1071","AG",10372.8068418861,0.182144200448198,2001
"1072","AG",10534.9948519814,0.245428016759271,2002
"1073","AG",11037.4566068387,0.441482567148321,2003
"1074","AG",11505.1857284633,0.623984860621423,2004
"1075","AG",12079.8656950416,0.848218091063214,2005
"1076","AG",13547.7118328814,1.42095404919841,2006
"1077","AG",14671.1338070441,1.85929982957367,2007
"1078","AG",14517.6353408513,1.7994065690739,2008
"1079","AG",12629.7137861091,1.0627622215058,2009
"1080","AG",11602.1422266268,0.661816123341389,2010
"1081","AG",11275.2801561221,0.534278463703528,2011
"1082","AG",11607.7453438898,0.664002392495519,2012
"1083","AG",11449.8006496131,0.60237426712397,2013
"1084","AG",11881.0967620788,0.770660837388452,2014
"1085","AR",5312.94933760318,-0.131805404232088,1980
"1086","AR",4933.87035392168,-0.485207696055414,1981
"1087","AR",4616.40890879125,-0.78116607703731,1982
"1088","AR",4720.28927331988,-0.68432198786273,1983
"1089","AR",4749.52264569011,-0.657068720765115,1984
"1090","AR",4321.6144966299,-1.05599276318793,1985
"1091","AR",4591.19929187387,-0.804668135389549,1986
"1092","AR",4654.03129625446,-0.746092019846804,1987
"1093","AR",4468.13212441713,-0.91939942068802,1988
"1094","AR",4073.23268838677,-1.28755057583126,1989
"1095","AR",3918.89282743208,-1.43143631713869,1990
"1096","AR",4353.66066358197,-1.02611722449405,1991
"1097","AR",4806.73200993929,-0.603734399133603,1992
"1098","AR",5022.64440778003,-0.402446700488465,1993
"1099","AR",5246.98679694557,-0.193300011019561,1994
"1100","AR",5034.08430391794,-0.39178167898267,1995
"1101","AR",5248.58057472134,-0.191814186843438,1996
"1102","AR",5608.69399521185,0.14390716304973,1997
"1103","AR",5759.12839566414,0.284151977923391,1998
"1104","AR",5502.44163993987,0.0448517485287997,1999
"1105","AR",5398.71782879572,-0.0518463913126603,2000
"1106","AR",5103.66834576624,-0.326910871256275,2001
"1107","AR",4497.49090086451,-0.892029243684618,2002
"1108","AR",4841.26704359556,-0.571538575656943,2003
"1109","AR",5221.2652627106,-0.217279312271165,2004
"1110","AR",5640.84850283585,0.173883704023893,2005
"1111","AR",6050.96157918737,0.556218012514905,2006
"1112","AR",6465.75368693177,0.942914420961177,2007
"1113","AR",6596.5832168405,1.06488228965938,2008
"1114","AR",6532.46161405853,1.005103925904,2009
"1115","AR",7076.30127208877,1.51210692476658,2010
"1116","AR",7590.07432539828,1.99107986268392,2011
"1117","AR",7571.02849547256,1.97332409083907,2012
"1118","AR",7708.34390445461,2.10133852140874,2013
"1119","AR",7663.72845258611,2.05974507091477,2014
"1120","AU",20803.7826451916,-1.39044971738104,1980
"1121","AU",21163.8850180232,-1.32815656863885,1981
"1122","AU",21505.1869547867,-1.26911565717351,1982
"1123","AU",20764.1955158043,-1.3972977892774,1983
"1124","AU",21480.3947617165,-1.27340439250848,1984
"1125","AU",22300.9780808722,-1.1314538734003,1985
"1126","AU",22838.258080485,-1.0385112397017,1986
"1127","AU",23072.6136114097,-0.997970701655102,1987
"1128","AU",24007.6357388592,-0.836223718416828,1988
"1129","AU",24520.2658719828,-0.747545199357657,1989
"1130","AU",25012.6840321165,-0.662363095581542,1990
"1131","AU",24602.0854534097,-0.733391448256901,1991
"1132","AU",24402.3499536101,-0.767943159483563,1992
"1133","AU",25145.8993465764,-0.639318533744485,1993
"1134","AU",25885.8183445347,-0.51132192035214,1994
"1135","AU",26567.0580707654,-0.393476077622782,1995
"1136","AU",27255.7742826836,-0.274336897581209,1996
"1137","AU",28016.4657032477,-0.142746918222003,1997
"1138","AU",28956.5311541407,0.0198724960834431,1998
"1139","AU",30060.9946948194,0.210930697335575,1999
"1140","AU",30853.8876106129,0.34809112744264,2000
"1141","AU",31027.9768582149,0.378206361924474,2001
"1142","AU",31833.697210847,0.517585776107331,2002
"1143","AU",32408.8442156498,0.617078922006604,2003
"1144","AU",33364.5449592489,0.782403043883152,2004
"1145","AU",33982.9504271591,0.889379355904099,2005
"1146","AU",34484.127367569,0.976076617712236,2006
"1147","AU",35557.110085521,1.16168903543003,2007
"1148","AU",36143.4756763825,1.26312285460101,2008
"1149","AU",36050.4448840127,1.24702970603016,2009
"1150","AU",36210.3567594062,1.27469243471811,2010
"1151","AU",36560.4411670919,1.33525260239712,2011
"1152","AU",37241.3904136687,1.45304819582613,2012
"1153","AU",37507.9764261683,1.49916419889116,2013
"1154","AU",37867.7674145159,1.56140348206223,2014
"1155","AT",23657.3530745895,-1.52220326635408,1980
"1156","AT",23563.0500623814,-1.5375639817097,1981
"1157","AT",24019.7305248456,-1.4631767651391,1982
"1158","AT",24773.8607248595,-1.3403389143404,1983
"1159","AT",24788.1239241564,-1.33801562752983,1984
"1160","AT",25395.5731786998,-1.23907016573025,1985
"1161","AT",25963.5202594139,-1.14655908639536,1986
"1162","AT",26299.2403150759,-1.09187472273139,1987
"1163","AT",27127.5998126734,-0.956945899602846,1988
"1164","AT",28055.3913225717,-0.80582091473539,1989
"1165","AT",29052.3530667109,-0.64342901214837,1990
"1166","AT",29753.6728222341,-0.529193285360668,1991
"1167","AT",30044.0961437905,-0.48188716150944,1992
"1168","AT",29954.3381796819,-0.496507548549986,1993
"1169","AT",30556.0494300979,-0.398496731848652,1994
"1170","AT",31323.2851966463,-0.273524157329074,1995
"1171","AT",32031.2382883964,-0.158207947667562,1996
"1172","AT",32700.4573318578,-0.0492010029637853,1997
"1173","AT",33827.4441206306,0.134370262328113,1998
"1174","AT",34973.7329841084,0.321085580692909,1999
"1175","AT",36064.9623414503,0.498832432605033,2000
"1176","AT",36412.3719918135,0.555420876877068,2001
"1177","AT",36833.6472031231,0.624041045584126,2002
"1178","AT",36931.8209235241,0.640032248189126,2003
"1179","AT",37696.5000848925,0.764588385486529,2004
"1180","AT",38242.0425174699,0.853450043508009,2005
"1181","AT",39328.3906446934,1.03040180749369,2006
"1182","AT",40620.7879006381,1.24091625353426,2007
"1183","AT",41120.3731659054,1.32229209589544,2008
"1184","AT",39454.6910211731,1.05097447094298,2009
"1185","AT",40119.0830118365,1.15919515249036,2010
"1186","AT",41106.8297899656,1.320086058804,2011
"1187","AT",41229.7267433699,1.34010434957874,2012
"1188","AT",41121.2836717846,1.32244040527933,2013
"1189","AT",40945.359754573,1.29378472235619,2014
"1190","BS",20138.0329640537,-0.884684626963793,1980
"1191","BS",17877.4222812908,-2.29044671503652,1981
"1192","BS",18653.2016667627,-1.80802784604672,1982
"1193","BS",18902.8171822818,-1.6528042903115,1983
"1194","BS",21128.2883652078,-0.26889372096386,1984
"1195","BS",21708.0628198646,0.0916393660484754,1985
"1196","BS",21687.1176614607,0.0786146069259109,1986
"1197","BS",21943.5537694073,0.238079552090052,1987
"1198","BS",22070.8866319828,0.317261567878655,1988
"1199","BS",23155.4587051654,0.991703352077927,1989
"1200","BS",22387.3468225751,0.514052524283058,1990
"1201","BS",21058.5541194275,-0.312258002883684,1991
"1202","BS",19871.2199560885,-1.05060245353255,1992
"1203","BS",19562.5003369169,-1.24257993102782,1993
"1204","BS",19831.9875885735,-1.0749991244403,1994
"1205","BS",20386.4959441654,-0.730177776052291,1995
"1206","BS",20974.9239436031,-0.364263477107628,1996
"1207","BS",21170.5512233374,-0.24261253767777,1997
"1208","BS",21933.1893297812,0.231634419187873,1998
"1209","BS",23218.5127332967,1.03091353670773,1999
"1210","BS",23831.3024531889,1.41197718590377,2000
"1211","BS",24033.6982342914,1.53783712190656,2001
"1212","BS",24202.1338893049,1.64257893344586,2002
"1213","BS",23397.5439504222,1.14224420480356,2003
"1214","BS",23107.7954212853,0.962063910849681,2004
"1215","BS",23405.8795479327,1.14742770103802,2005
"1216","BS",23526.365660097,1.22235206104009,2006
"1217","BS",23416.3453175632,1.15393584606328,2007
"1218","BS",22456.9591770855,0.557341008044712,2008
"1219","BS",21143.6840343322,-0.259319915026988,2009
"1220","BS",21109.0693815754,-0.280845057285381,2010
"1221","BS",20897.8432090303,-0.412196177421512,2011
"1222","BS",21035.5652527686,-0.326553643191524,2012
"1223","BS",20736.5473440396,-0.51249810631875,2013
"1224","BS",20663.5468655035,-0.55789349700663,2014
"1225","BH",17241.4059112884,0.305566724218391,1980
"1226","BH",15704.1199878959,-0.635220445779889,1981
"1227","BH",14072.6859366668,-1.63362432155829,1982
"1228","BH",14573.6420722248,-1.32704953420525,1983
"1229","BH",14897.9089325254,-1.12860492661188,1984
"1230","BH",13776.2362887487,-1.81504537086862,1985
"1231","BH",13487.0306424161,-1.99203324112787,1986
"1232","BH",14375.3047662211,-1.44842786076179,1987
"1233","BH",14844.6158186705,-1.16121920935592,1988
"1234","BH",14406.5671532955,-1.4292959268674,1989
"1235","BH",14596.3822767396,-1.3131329996653,1990
"1236","BH",15798.8095840157,-0.57727237261648,1991
"1237","BH",16433.540159014,-0.188830396873775,1992
"1238","BH",18100.3469835603,0.83122088411253,1993
"1239","BH",17612.5881673386,0.532722583066314,1994
"1240","BH",17831.369669615,0.666612334635994,1995
"1241","BH",18047.9931109141,0.799181397550021,1996
"1242","BH",18046.662197336,0.798366905984335,1997
"1243","BH",18292.4101357162,0.948759558361852,1998
"1244","BH",18398.7650543705,1.01384656749504,1999
"1245","BH",18619.9535683283,1.14920936039909,2000
"1246","BH",18313.7778336381,0.961836147271846,2001
"1247","BH",18178.5125068893,0.879056566704252,2002
"1248","BH",18356.7097293488,0.988109578943683,2003
"1249","BH",18510.5752019231,1.08227206381454,2004
"1250","BH",18418.0726743768,1.02566243135532,2005
"1251","BH",18071.3543730901,0.813478006525433,2006
"1252","BH",17935.0311852018,0.730051036833579,2007
"1253","BH",17531.5970084032,0.483157669961818,2008
"1254","BH",16760.1957981771,0.0110760939461314,2009
"1255","BH",16591.8131412483,-0.0919706073072377,2010
"1256","BH",16360.5341453745,-0.233508566314883,2011
"1257","BH",16597.3830205533,-0.0885619564448017,2012
"1258","BH",17290.2883656632,0.335481774642032,2013
"1259","BH",17899.2113688448,0.708130050537165,2014
"1260","BD",284.561882226574,-1.05532614678415,1980
"1261","BD",296.987470601728,-0.962521728002178,1981
"1262","BD",295.312253593831,-0.975033613641527,1982
"1263","BD",298.726826707223,-0.949530799319226,1983
"1264","BD",304.853422894208,-0.903772386833752,1984
"1265","BD",306.724429372643,-0.889798185892437,1985
"1266","BD",311.046024550517,-0.857520991719842,1986
"1267","BD",314.234455902033,-0.833707188343308,1987
"1268","BD",313.427661334429,-0.839732987578108,1988
"1269","BD",314.148100642815,-0.834352159784381,1989
"1270","BD",323.724864411693,-0.762825084482244,1990
"1271","BD",327.207089597115,-0.73681698936079,1991
"1272","BD",337.313508363353,-0.661334018957279,1992
"1273","BD",345.562851769385,-0.599721200552595,1993
"1274","BD",351.351447994814,-0.556487247194004,1994
"1275","BD",361.504444848325,-0.480656393681313,1995
"1276","BD",369.861871766364,-0.418236319538802,1996
"1277","BD",378.377701409176,-0.354633164775704,1997
"1278","BD",389.779718610829,-0.269473609558395,1998
"1279","BD",399.817788505778,-0.194501124218679,1999
"1280","BD",412.853985077695,-0.0971361858787408,2000
"1281","BD",425.723804183335,-0.00101389002703493,2001
"1282","BD",434.084655499697,0.0614317603124698,2002
"1283","BD",446.878302766539,0.1569851428046,2003
"1284","BD",462.80097531856,0.275908635763757,2004
"1285","BD",485.852888073473,0.448079103707973,2005
"1286","BD",511.436581651747,0.639158973823051,2006
"1287","BD",540.987737754631,0.859871086896694,2007
"1288","BD",567.100643410729,1.05490354402915,2008
"1289","BD",589.141270784997,1.21952090872063,2009
"1290","BD",614.948382131348,1.41226944477618,2010
"1291","BD",647.066656607031,1.65215488963414,2011
"1292","BD",681.043739156565,1.9059234278083,2012
"1293","BD",713.270110219392,2.14661622605986,2013
"1294","BD",747.3708412425,2.40130827178769,2014
"1295","BB",11798.9878833177,-0.862794508442886,1980
"1296","BB",11524.7043837145,-1.06877831077994,1981
"1297","BB",10938.3772443871,-1.5091033531058,1982
"1298","BB",10952.6585625198,-1.49837824490347,1983
"1299","BB",11328.0468941489,-1.21646585858134,1984
"1300","BB",11410.8190476329,-1.15430490859008,1985
"1301","BB",11963.712948996,-0.739087849392218,1986
"1302","BB",12223.8489724108,-0.543728641472895,1987
"1303","BB",12608.4742161992,-0.25487943871383,1988
"1304","BB",13018.0591234898,0.0527141887032049,1989
"1305","BB",12547.2122158549,-0.300886507268623,1990
"1306","BB",12009.7195819837,-0.704537388977205,1991
"1307","BB",11293.2904249093,-1.2425675734134,1992
"1308","BB",11338.4494050781,-1.20865369066694,1993
"1309","BB",11522.2284878133,-1.07063768056579,1994
"1310","BB",11717.6260693979,-0.923896309391486,1995
"1311","BB",12145.9524982303,-0.602228011517255,1996
"1312","BB",12666.6073574873,-0.211222107880429,1997
"1313","BB",13086.982236234,0.104474665919276,1998
"1314","BB",13080.863346163,0.0998794487635577,1999
"1315","BB",13623.9545332021,0.507734780505696,2000
"1316","BB",13254.3423031197,0.230160181039114,2001
"1317","BB",13324.2846833514,0.282686116596563,2002
"1318","BB",13570.4241752803,0.467534087860503,2003
"1319","BB",13718.2103142992,0.57851980479887,2004
"1320","BB",14223.7777039775,0.958195189625919,2005
"1321","BB",14975.0558343144,1.5223965583679,2006
"1322","BB",15168.3426142005,1.66755274136842,2007
"1323","BB",15171.3217797009,1.66979006092447,2008
"1324","BB",14499.5017676277,1.16526083924996,2009
"1325","BB",14482.0193695146,1.15213175622996,2010
"1326","BB",14533.6769087427,1.19092598324315,2011
"1327","BB",14522.4830448914,1.18251951824519,2012
"1328","BB",14475.0348696492,1.14688647592043,2013
"1329","BB",14456.2616310355,1.13278798630139,2014
"1330","BE",23583.6266079494,-1.501436584689,1980
"1331","BE",23518.3816061312,-1.51355845882977,1981
"1332","BE",23664.7433712488,-1.48636589470478,1982
"1333","BE",23740.4261344751,-1.47230478803163,1983
"1334","BE",24326.321189162,-1.36345129865011,1984
"1335","BE",24720.7770944988,-1.29016530423937,1985
"1336","BE",25162.4063484461,-1.2081149695923,1986
"1337","BE",25720.880413886,-1.10435602801068,1987
"1338","BE",26850.2315576778,-0.894533788079929,1988
"1339","BE",27680.9774438782,-0.740189442998219,1989
"1340","BE",28464.4233165694,-0.594632971234575,1990
"1341","BE",28878.6864895451,-0.5176669829745,1991
"1342","BE",29202.0023659669,-0.457598100263471,1992
"1343","BE",28808.3595252855,-0.530733035326415,1993
"1344","BE",29646.4865173159,-0.375017353998286,1994
"1345","BE",30289.9783940891,-0.255462946404144,1995
"1346","BE",30712.4765730465,-0.176966975719716,1996
"1347","BE",31775.0919546518,0.0204564215814143,1997
"1348","BE",32333.6774201824,0.124236060194858,1998
"1349","BE",33409.08150538,0.324035471766039,1999
"1350","BE",34539.2409436052,0.534007884784648,2000
"1351","BE",34699.9580514757,0.563867529195473,2001
"1352","BE",35159.8099211154,0.649303445079162,2002
"1353","BE",35284.11178911,0.672397499141601,2003
"1354","BE",36408.7049079072,0.881335745225531,2004
"1355","BE",36967.2829204297,0.985113999143999,2005
"1356","BE",37642.1744078871,1.11050214293519,2006
"1357","BE",38636.2942210384,1.29519974305857,2007
"1358","BE",38618.6605326926,1.29192357868109,2008
"1359","BE",37433.863209373,1.07179998859182,2009
"1360","BE",38093.0130073329,1.19426348262388,2010
"1361","BE",38243.4094779443,1.22220565500741,2011
"1362","BE",38024.184119147,1.18147575794631,2012
"1363","BE",37844.8941357994,1.14816545750527,2013
"1364","BE",38189.9050405954,1.21226506128464,2014
"1365","BZ",2073.34905625933,-1.28788877352453,1980
"1366","BZ",2051.50741842319,-1.31531697205292,1981
"1367","BZ",1992.60410763582,-1.38928631969875,1982
"1368","BZ",1896.53437311479,-1.50992835995147,1983
"1369","BZ",1879.13376424349,-1.53177962212409,1984
"1370","BZ",1846.50686536564,-1.5727516896266,1985
"1371","BZ",1877.97364791601,-1.53323646804311,1986
"1372","BZ",2031.62131122468,-1.3402894626825,1987
"1373","BZ",2161.04285051608,-1.17776503570655,1988
"1374","BZ",2384.73121132794,-0.896862622853287,1989
"1375","BZ",2580.77486039135,-0.650675767861811,1990
"1376","BZ",2798.33967733665,-0.377463152730194,1991
"1377","BZ",3083.60962817069,-0.019228074190672,1992
"1378","BZ",3222.52820303055,0.15522249948532,1993
"1379","BZ",3162.59431269026,0.0799589750571069,1994
"1380","BZ",3101.69559990238,0.00348385002294676,1995
"1381","BZ",3047.18668996959,-0.0649671157159465,1996
"1382","BZ",3042.2520410281,-0.0711639280544045,1997
"1383","BZ",3037.09012587694,-0.0776461357814495,1998
"1384","BZ",3183.02391274087,0.10561397081556,1999
"1385","BZ",3477.47178216163,0.4753744566969,2000
"1386","BZ",3541.94193264211,0.556334506478889,2001
"1387","BZ",3620.8145629411,0.655380840756891,2002
"1388","BZ",3856.67735921479,0.951571614094992,2003
"1389","BZ",3934.29689791557,1.04904434636623,2004
"1390","BZ",3933.2343731798,1.04771005359878,2005
"1391","BZ",4007.7283140046,1.1412577359399,2006
"1392","BZ",3948.13010792681,1.06641575565887,2007
"1393","BZ",3972.29273383088,1.09675859465456,2008
"1394","BZ",3901.73256732467,1.00815085059946,2009
"1395","BZ",3935.10093956136,1.05005404234468,2010
"1396","BZ",3925.32866572836,1.0377822581142,2011
"1397","BZ",3984.51403823527,1.11210581201959,2012
"1398","BZ",3957.32172878683,1.07795836998284,2013
"1399","BZ",4011.56118948185,1.14607096791057,2014
"1400","BJ",493.857471580035,-1.20682491202168,1980
"1401","BJ",528.216147900445,-0.530332170179363,1981
"1402","BJ",525.029111455219,-0.59308217262639,1982
"1403","BJ",488.049856903109,-1.32117184261119,1983
"1404","BJ",511.746233588993,-0.85461059658206,1984
"1405","BJ",534.457123756173,-0.407452731255659,1985
"1406","BJ",530.328100673391,-0.488749639214309,1986
"1407","BJ",507.241800888491,-0.943298996553878,1987
"1408","BJ",508.927211760081,-0.910114708223904,1988
"1409","BJ",478.978908086415,-1.4997710115341,1989
"1410","BJ",504.748741489221,-0.992385188724386,1990
"1411","BJ",507.679306907386,-0.934684879888419,1991
"1412","BJ",503.675350784995,-1.01351932712362,1992
"1413","BJ",513.572027530653,-0.818662286521611,1993
"1414","BJ",505.443796462578,-0.978700154985816,1994
"1415","BJ",518.191164814104,-0.727715452112522,1995
"1416","BJ",523.911181659521,-0.615093247372877,1996
"1417","BJ",537.847135387057,-0.34070632223606,1997
"1418","BJ",543.333642514323,-0.232681722712803,1998
"1419","BJ",555.882575400839,0.0143959567771825,1999
"1420","BJ",570.770168138852,0.307519834334349,2000
"1421","BJ",582.295871896678,0.534451013640647,2001
"1422","BJ",589.63105775371,0.678874504990308,2002
"1423","BJ",589.971814136024,0.685583704646959,2003
"1424","BJ",596.111181114639,0.806462552301292,2004
"1425","BJ",587.080212422838,0.628650557600572,2005
"1426","BJ",591.363451878044,0.712983853097704,2006
"1427","BJ",607.768864102672,1.03599228896982,2007
"1428","BJ",618.619811189045,1.24963809061806,2008
"1429","BJ",614.647369093282,1.17142412742251,2009
"1430","BJ",609.916341323773,1.07827426572,2010
"1431","BJ",610.674641378417,1.09320454063285,2011
"1432","BJ",621.834625169998,1.31293500881732,2012
